SETTLEMENT_DATE,SETTLEMENT_PERIOD,N2EX_DA,EPEX_DA,EPEX_HH_DA,
20/03/2022 00:00:00,17,139.53,175.2,141.4,
20/03/2022 00:00:00,18,139.53,175.2,170.6,
20/03/2022 00:00:00,19,168.58,186.8,168.6,
20/03/2022 00:00:00,20,168.58,186.8,177,
20/03/2022 00:00:00,21,157.89,170.5,168.6,
20/03/2022 00:00:00,22,157.89,170.5,170,
20/03/2022 00:00:00,23,164.69,162.2,156,
20/03/2022 00:00:00,24,164.69,162.2,147.9,
20/03/2022 00:00:00,25,155.32,158,155,
20/03/2022 00:00:00,26,155.32,158,155,
20/03/2022 00:00:00,27,168.58,167,168.6,
20/03/2022 00:00:00,28,168.58,167,168.6,
20/03/2022 00:00:00,29,187.41,186.8,170,
20/03/2022 00:00:00,30,187.41,186.8,183.8,
20/03/2022 00:00:00,31,163.67,166.98,156,
20/03/2022 00:00:00,32,163.67,166.98,164,
20/03/2022 00:00:00,33,198.9,190,181.1,
20/03/2022 00:00:00,34,198.9,190,188,
20/03/2022 00:00:00,35,228.4,224,175,
20/03/2022 00:00:00,36,228.4,224,247,
20/03/2022 00:00:00,37,284.93,282.08,262,
20/03/2022 00:00:00,38,284.93,282.08,290,
20/03/2022 00:00:00,39,270,295,290,
20/03/2022 00:00:00,40,270,295,260,
20/03/2022 00:00:00,41,226.36,226.73,265.6,
20/03/2022 00:00:00,42,226.36,226.73,221.45,
20/03/2022 00:00:00,43,201.42,202,212,
20/03/2022 00:00:00,44,201.42,202,102,
20/03/2022 00:00:00,45,186.32,183.2,181.1,
20/03/2022 00:00:00,46,186.32,183.2,120,
20/03/2022 00:00:00,47,174.12,180,180,
20/03/2022 00:00:00,48,174.12,180,174.6,
21/03/2022 00:00:00,1,173.57,175,155.05,
21/03/2022 00:00:00,2,173.57,175,182,
21/03/2022 00:00:00,3,170.97,181.6,175,
21/03/2022 00:00:00,4,170.97,181.6,159.3,
21/03/2022 00:00:00,5,164.48,171,159.5,
21/03/2022 00:00:00,6,164.48,171,159.5,
21/03/2022 00:00:00,7,160.09,161.65,160,
21/03/2022 00:00:00,8,160.09,161.65,155.1,
21/03/2022 00:00:00,9,169.9,171.2,164.9,
21/03/2022 00:00:00,10,169.9,171.2,164.9,
21/03/2022 00:00:00,11,193.17,188.8,190,
21/03/2022 00:00:00,12,193.17,188.8,190,
21/03/2022 00:00:00,13,241.7,219,210,
21/03/2022 00:00:00,14,241.7,219,218,
21/03/2022 00:00:00,15,236.66,255,239.5,
21/03/2022 00:00:00,16,236.66,255,260,
21/03/2022 00:00:00,17,229.07,220,234.1,
21/03/2022 00:00:00,18,229.07,220,234.1,
21/03/2022 00:00:00,19,202.27,187.6,213.7,
21/03/2022 00:00:00,20,202.27,187.6,205.1,
21/03/2022 00:00:00,21,175.48,174,194,
21/03/2022 00:00:00,22,175.48,174,180.5,
21/03/2022 00:00:00,23,174.55,171.5,182,
21/03/2022 00:00:00,24,174.55,171.5,184,
21/03/2022 00:00:00,25,174.06,168.5,184,
21/03/2022 00:00:00,26,174.06,168.5,184,
21/03/2022 00:00:00,27,165.01,165.1,182,
21/03/2022 00:00:00,28,165.01,165.1,165,
21/03/2022 00:00:00,29,161,165,166.9,
21/03/2022 00:00:00,30,161,165,165,
21/03/2022 00:00:00,31,174.09,163.8,179.1,
21/03/2022 00:00:00,32,174.09,163.8,208.2,
21/03/2022 00:00:00,33,208.27,197,190,
21/03/2022 00:00:00,34,208.27,197,248.8,
21/03/2022 00:00:00,35,243.53,248.5,230.4,
21/03/2022 00:00:00,36,243.53,248.5,261.4,
21/03/2022 00:00:00,37,266.86,268.1,261,
21/03/2022 00:00:00,38,266.86,268.1,283.1,
21/03/2022 00:00:00,39,249.32,234.8,255.2,
21/03/2022 00:00:00,40,249.32,234.8,183,
21/03/2022 00:00:00,41,202.59,191.9,208.8,
21/03/2022 00:00:00,42,202.59,191.9,163.6,
21/03/2022 00:00:00,43,188.81,180.6,199.2,
21/03/2022 00:00:00,44,188.81,180.6,189.9,
21/03/2022 00:00:00,45,170.4,168.5,206,
21/03/2022 00:00:00,46,170.4,168.5,162.4,
21/03/2022 00:00:00,47,179.06,172.9,177.5,
21/03/2022 00:00:00,48,179.06,172.9,170,
22/03/2022 00:00:00,1,173.78,169,170,
22/03/2022 00:00:00,2,173.78,169,182.5,
22/03/2022 00:00:00,3,176.23,171.7,177.5,
22/03/2022 00:00:00,4,176.23,171.7,170,
22/03/2022 00:00:00,5,169.9,170,176,
22/03/2022 00:00:00,6,169.9,170,173,
22/03/2022 00:00:00,7,171.7,171.3,177,
22/03/2022 00:00:00,8,171.7,171.3,171.55,
22/03/2022 00:00:00,9,179.33,178,178.7,
22/03/2022 00:00:00,10,179.33,178,170,
22/03/2022 00:00:00,11,207.01,206.9,204.7,
22/03/2022 00:00:00,12,207.01,206.9,206.8,
22/03/2022 00:00:00,13,247.99,216,182.3,
22/03/2022 00:00:00,14,247.99,216,255.9,
22/03/2022 00:00:00,15,246.98,241.77,197.6,
22/03/2022 00:00:00,16,246.98,241.77,246.4,
22/03/2022 00:00:00,17,220,214,204.5,
22/03/2022 00:00:00,18,220,214,194,
22/03/2022 00:00:00,19,198.18,201.3,200,
22/03/2022 00:00:00,20,198.18,201.3,170,
22/03/2022 00:00:00,21,183.5,173,171.2,
22/03/2022 00:00:00,22,183.5,173,170,
22/03/2022 00:00:00,23,174.87,169.5,170,
22/03/2022 00:00:00,24,174.87,169.5,168.8,
22/03/2022 00:00:00,25,170.08,168,170,
22/03/2022 00:00:00,26,170.08,168,168,
22/03/2022 00:00:00,27,169.06,162.1,170,
22/03/2022 00:00:00,28,169.06,162.1,155,
22/03/2022 00:00:00,29,169.98,166.33,170,
22/03/2022 00:00:00,30,169.98,166.33,164.7,
22/03/2022 00:00:00,31,175.54,178,167.9,
22/03/2022 00:00:00,32,175.54,178,170,
22/03/2022 00:00:00,33,195.01,201.3,170.5,
22/03/2022 00:00:00,34,195.01,201.3,210,
22/03/2022 00:00:00,35,239.18,238,190,
22/03/2022 00:00:00,36,239.18,238,246.4,
22/03/2022 00:00:00,37,269.77,267.17,238.6,
22/03/2022 00:00:00,38,269.77,267.17,285,
22/03/2022 00:00:00,39,250.36,238.4,264,
22/03/2022 00:00:00,40,250.36,238.4,200,
22/03/2022 00:00:00,41,202.89,205.4,246,
22/03/2022 00:00:00,42,202.89,205.4,170,
22/03/2022 00:00:00,43,197.24,200.91,196.1,
22/03/2022 00:00:00,44,197.24,200.91,170,
22/03/2022 00:00:00,45,183.66,182.5,196.9,
22/03/2022 00:00:00,46,183.66,182.5,170,
22/03/2022 00:00:00,47,180.43,177.2,177,
22/03/2022 00:00:00,48,180.43,177.2,164.4,
23/03/2022 00:00:00,1,176.17,171.2,170,
23/03/2022 00:00:00,2,176.17,171.2,191,
23/03/2022 00:00:00,3,176.31,170.6,180,
23/03/2022 00:00:00,4,176.31,170.6,170,
23/03/2022 00:00:00,5,172.82,167.8,175,
23/03/2022 00:00:00,6,172.82,167.8,170,
23/03/2022 00:00:00,7,173.64,167.4,175,
23/03/2022 00:00:00,8,173.64,167.4,170,
23/03/2022 00:00:00,9,179.95,172.6,177,
23/03/2022 00:00:00,10,179.95,172.6,170,
23/03/2022 00:00:00,11,213.85,205,205,
23/03/2022 00:00:00,12,213.85,205,218,
23/03/2022 00:00:00,13,236.01,230,214,
23/03/2022 00:00:00,14,236.01,230,282,
23/03/2022 00:00:00,15,240.29,234.35,207,
23/03/2022 00:00:00,16,240.29,234.35,235,
23/03/2022 00:00:00,17,217.27,212,230,
23/03/2022 00:00:00,18,217.27,212,185,
23/03/2022 00:00:00,19,193.18,192.9,195,
23/03/2022 00:00:00,20,193.18,192.9,170,
23/03/2022 00:00:00,21,173.61,169,173,
23/03/2022 00:00:00,22,173.61,169,170,
23/03/2022 00:00:00,23,168.41,166.9,168,
23/03/2022 00:00:00,24,168.41,166.9,168,
23/03/2022 00:00:00,25,167.08,164.7,168,
23/03/2022 00:00:00,26,167.08,164.7,164.1,
23/03/2022 00:00:00,27,165.73,164,169.9,
23/03/2022 00:00:00,28,165.73,164,150,
23/03/2022 00:00:00,29,165.6,165.3,169.9,
23/03/2022 00:00:00,30,165.6,165.3,165.6,
23/03/2022 00:00:00,31,175.67,181,155,
23/03/2022 00:00:00,32,175.67,181,170,
23/03/2022 00:00:00,33,201.38,206.4,188,
23/03/2022 00:00:00,34,201.38,206.4,236,
23/03/2022 00:00:00,35,240.39,249,227.2,
23/03/2022 00:00:00,36,240.39,249,276.8,
23/03/2022 00:00:00,37,287.4,287.2,280.2,
23/03/2022 00:00:00,38,287.4,287.2,345.5,
23/03/2022 00:00:00,39,268.68,264.2,294.7,
23/03/2022 00:00:00,40,268.68,264.2,246.1,
23/03/2022 00:00:00,41,222.9,219.6,260.8,
23/03/2022 00:00:00,42,222.9,219.6,178,
23/03/2022 00:00:00,43,202.26,205,215,
23/03/2022 00:00:00,44,202.26,205,187,
23/03/2022 00:00:00,45,187.96,199.1,195,
23/03/2022 00:00:00,46,187.96,199.1,175,
23/03/2022 00:00:00,47,193.38,190,232,
23/03/2022 00:00:00,48,193.38,190,192,
24/03/2022 00:00:00,1,185.98,182.6,192.2,
24/03/2022 00:00:00,2,185.98,182.6,209.85,
24/03/2022 00:00:00,3,181.29,174.7,211.05,
24/03/2022 00:00:00,4,181.29,174.7,195,
24/03/2022 00:00:00,5,178.19,171.6,201.9,
24/03/2022 00:00:00,6,178.19,171.6,195,
24/03/2022 00:00:00,7,177.26,173.25,195,
24/03/2022 00:00:00,8,177.26,173.25,192.1,
24/03/2022 00:00:00,9,187.9,185,195,
24/03/2022 00:00:00,10,187.9,185,192.4,
24/03/2022 00:00:00,11,225.15,222.25,222.6,
24/03/2022 00:00:00,12,225.15,222.25,256,
24/03/2022 00:00:00,13,248.8,246.8,205,
24/03/2022 00:00:00,14,248.8,246.8,300.8,
24/03/2022 00:00:00,15,251.54,255,242,
24/03/2022 00:00:00,16,251.54,255,270,
24/03/2022 00:00:00,17,237,235,265,
24/03/2022 00:00:00,18,237,235,230,
24/03/2022 00:00:00,19,209,207,240,
24/03/2022 00:00:00,20,209,207,205,
24/03/2022 00:00:00,21,187.8,185.8,206,
24/03/2022 00:00:00,22,187.8,185.8,195.4,
24/03/2022 00:00:00,23,181,180,205,
24/03/2022 00:00:00,24,181,180,192,
24/03/2022 00:00:00,25,176.82,176.1,192,
24/03/2022 00:00:00,26,176.82,176.1,175.6,
24/03/2022 00:00:00,27,174.3,173,177.3,
24/03/2022 00:00:00,28,174.3,173,175,
24/03/2022 00:00:00,29,177.9,176.6,203.05,
24/03/2022 00:00:00,30,177.9,176.6,205,
24/03/2022 00:00:00,31,193.01,195.35,200,
24/03/2022 00:00:00,32,193.01,195.35,205,
24/03/2022 00:00:00,33,220.25,219.3,205,
24/03/2022 00:00:00,34,220.25,219.3,276.8,
24/03/2022 00:00:00,35,258.35,257.4,254.1,
24/03/2022 00:00:00,36,258.35,257.4,300,
24/03/2022 00:00:00,37,308,295,283.6,
24/03/2022 00:00:00,38,308,295,362,
24/03/2022 00:00:00,39,285.32,259,320.6,
24/03/2022 00:00:00,40,285.32,259,270,
24/03/2022 00:00:00,41,239.99,227.1,251,
24/03/2022 00:00:00,42,239.99,227.1,215,
24/03/2022 00:00:00,43,209.63,206.2,235,
24/03/2022 00:00:00,44,209.63,206.2,205,
24/03/2022 00:00:00,45,197.6,203.5,217.6,
24/03/2022 00:00:00,46,197.6,203.5,199.3,
24/03/2022 00:00:00,47,210.6,208.55,214,
24/03/2022 00:00:00,48,210.6,208.55,201,
25/03/2022 00:00:00,1,203.25,203.9,195.4,
25/03/2022 00:00:00,2,203.25,203.9,210,
25/03/2022 00:00:00,3,200.73,200,201,
25/03/2022 00:00:00,4,200.73,200,195,
25/03/2022 00:00:00,5,196.4,196.7,201,
25/03/2022 00:00:00,6,196.4,196.7,196.8,
25/03/2022 00:00:00,7,197,196.7,201,
25/03/2022 00:00:00,8,197,196.7,197,
25/03/2022 00:00:00,9,204.01,209.15,200,
25/03/2022 00:00:00,10,204.01,209.15,199.8,
25/03/2022 00:00:00,11,241.36,237,230.7,
25/03/2022 00:00:00,12,241.36,237,245,
25/03/2022 00:00:00,13,274.3,252,238.5,
25/03/2022 00:00:00,14,274.3,252,300,
25/03/2022 00:00:00,15,289.1,286.5,260,
25/03/2022 00:00:00,16,289.1,286.5,289,
25/03/2022 00:00:00,17,281.26,266.6,280,
25/03/2022 00:00:00,18,281.26,266.6,270.4,
25/03/2022 00:00:00,19,256.25,233.8,256,
25/03/2022 00:00:00,20,256.25,233.8,216.2,
25/03/2022 00:00:00,21,214.65,209.8,243.5,
25/03/2022 00:00:00,22,214.65,209.8,201,
25/03/2022 00:00:00,23,201.35,203.5,230,
25/03/2022 00:00:00,24,201.35,203.5,203,
25/03/2022 00:00:00,25,194.34,198.6,226,
25/03/2022 00:00:00,26,194.34,198.6,202,
25/03/2022 00:00:00,27,191.24,195,201,
25/03/2022 00:00:00,28,191.24,195,191.1,
25/03/2022 00:00:00,29,189.96,194,191.1,
25/03/2022 00:00:00,30,189.96,194,201,
25/03/2022 00:00:00,31,195.05,224.7,201,
25/03/2022 00:00:00,32,195.05,224.7,225.61,
25/03/2022 00:00:00,33,227.21,249.1,201,
25/03/2022 00:00:00,34,227.21,249.1,267,
25/03/2022 00:00:00,35,257.43,280.8,227.6,
25/03/2022 00:00:00,36,257.43,280.8,289.3,
25/03/2022 00:00:00,37,305.01,320,286.4,
25/03/2022 00:00:00,38,305.01,320,327.4,
25/03/2022 00:00:00,39,319.55,279.5,324,
25/03/2022 00:00:00,40,319.55,279.5,295,
25/03/2022 00:00:00,41,241.01,231.3,298,
25/03/2022 00:00:00,42,241.01,231.3,231.6,
25/03/2022 00:00:00,43,228.64,226.2,266,
25/03/2022 00:00:00,44,228.64,226.2,212,
25/03/2022 00:00:00,45,233.68,224.9,243.2,
25/03/2022 00:00:00,46,233.68,224.9,234,
25/03/2022 00:00:00,47,223.01,203.6,208.7,
25/03/2022 00:00:00,48,223.01,203.6,194.3,
26/03/2022 00:00:00,1,209.55,200.8,190,
26/03/2022 00:00:00,2,209.55,200.8,205,
26/03/2022 00:00:00,3,207.12,198.8,197.4,
26/03/2022 00:00:00,4,207.12,198.8,173,
26/03/2022 00:00:00,5,192.89,181.9,190.4,
26/03/2022 00:00:00,6,192.89,181.9,180.8,
26/03/2022 00:00:00,7,182.07,175,186.3,
26/03/2022 00:00:00,8,182.07,175,172.4,
26/03/2022 00:00:00,9,184.24,179.4,185,
26/03/2022 00:00:00,10,184.24,179.4,173,
26/03/2022 00:00:00,11,196.5,195.25,173,
26/03/2022 00:00:00,12,196.5,195.25,190,
26/03/2022 00:00:00,13,199.01,196.3,172.4,
26/03/2022 00:00:00,14,199.01,196.3,199,
26/03/2022 00:00:00,15,218.53,216.1,183,
26/03/2022 00:00:00,16,218.53,216.1,210,
26/03/2022 00:00:00,17,210.51,226,190,
26/03/2022 00:00:00,18,210.51,226,195.6,
26/03/2022 00:00:00,19,199.09,216.3,198,
26/03/2022 00:00:00,20,199.09,216.3,174.4,
26/03/2022 00:00:00,21,175.87,189,174.4,
26/03/2022 00:00:00,22,175.87,189,173,
26/03/2022 00:00:00,23,175.87,178,173,
26/03/2022 00:00:00,24,175.87,178,160,
26/03/2022 00:00:00,25,174.54,176.5,173,
26/03/2022 00:00:00,26,174.54,176.5,173,
26/03/2022 00:00:00,27,169.9,174,172.4,
26/03/2022 00:00:00,28,169.9,174,172.2,
26/03/2022 00:00:00,29,171.68,173,173,
26/03/2022 00:00:00,30,171.68,173,173,
26/03/2022 00:00:00,31,174.02,182.9,170,
26/03/2022 00:00:00,32,174.02,182.9,158.7,
26/03/2022 00:00:00,33,184.5,205.68,165,
26/03/2022 00:00:00,34,184.5,205.68,195,
26/03/2022 00:00:00,35,210.63,218.6,172.4,
26/03/2022 00:00:00,36,210.63,218.6,243.1,
26/03/2022 00:00:00,37,262.57,252.82,214,
26/03/2022 00:00:00,38,262.57,252.82,272.7,
26/03/2022 00:00:00,39,274.61,258,274,
26/03/2022 00:00:00,40,274.61,258,222.8,
26/03/2022 00:00:00,41,221.2,219.45,250,
26/03/2022 00:00:00,42,221.2,219.45,175.1,
26/03/2022 00:00:00,43,202.98,208.3,234,
26/03/2022 00:00:00,44,202.98,208.3,173,
26/03/2022 00:00:00,45,209.2,224.5,185,
26/03/2022 00:00:00,46,209.2,224.5,173,
26/03/2022 00:00:00,47,195.17,196.5,215.3,
26/03/2022 00:00:00,48,195.17,196.5,178,
27/03/2022 00:00:00,1,190.31,189,165,
27/03/2022 00:00:00,2,190.31,189,219,
27/03/2022 00:00:00,3,222.23,182,230.4,
27/03/2022 00:00:00,4,222.23,182,166,
27/03/2022 00:00:00,5,185.99,170,204.1,
27/03/2022 00:00:00,6,185.99,170,173.3,
27/03/2022 00:00:00,7,176.65,166.15,206,
27/03/2022 00:00:00,8,176.65,166.15,172.2,
27/03/2022 00:00:00,9,178.43,165.4,178,
27/03/2022 00:00:00,10,178.43,165.4,209,
27/03/2022 00:00:00,11,185.7,183.95,186,
27/03/2022 00:00:00,12,185.7,183.95,198,
27/03/2022 00:00:00,13,187.4,190.65,189,
27/03/2022 00:00:00,14,187.4,190.65,199,
27/03/2022 00:00:00,15,181.12,192.6,171.2,
27/03/2022 00:00:00,16,181.12,192.6,190.65,
27/03/2022 00:00:00,17,192.92,201.5,193,
27/03/2022 00:00:00,18,192.92,201.5,216.6,
27/03/2022 00:00:00,19,213.28,205.1,202,
27/03/2022 00:00:00,20,213.28,205.1,229,
27/03/2022 00:00:00,21,210.51,204.7,224,
27/03/2022 00:00:00,22,210.51,204.7,209.7,
27/03/2022 00:00:00,23,203.22,186.3,193.6,
27/03/2022 00:00:00,24,203.22,186.3,189.7,
27/03/2022 00:00:00,25,174.57,168,202,
27/03/2022 00:00:00,26,174.57,168,171.5,
27/03/2022 00:00:00,27,174.06,160.9,165,
27/03/2022 00:00:00,28,174.06,160.9,165,
27/03/2022 00:00:00,29,174.01,158.7,165,
27/03/2022 00:00:00,30,174.01,158.7,165,
27/03/2022 00:00:00,31,193.4,188,150,
27/03/2022 00:00:00,32,193.4,188,170,
27/03/2022 00:00:00,33,203.1,200,162,
27/03/2022 00:00:00,34,203.1,200,203,
27/03/2022 00:00:00,35,224.99,212,185,
27/03/2022 00:00:00,36,224.99,212,210.4,
27/03/2022 00:00:00,37,241.98,235,226,
27/03/2022 00:00:00,38,241.98,235,222,
27/03/2022 00:00:00,39,249,225,238,
27/03/2022 00:00:00,40,249,225,174,
27/03/2022 00:00:00,41,215.07,193.6,223.6,
27/03/2022 00:00:00,42,215.07,193.6,160,
27/03/2022 00:00:00,43,215.77,203.9,202,
27/03/2022 00:00:00,44,215.77,203.9,175,
27/03/2022 00:00:00,45,181.23,189.1,174,
27/03/2022 00:00:00,46,181.23,189.1,168,
28/03/2022 00:00:00,1,167.09,177,178,
28/03/2022 00:00:00,2,167.09,177,170,
28/03/2022 00:00:00,3,172.24,175.3,168,
28/03/2022 00:00:00,4,172.24,175.3,182,
28/03/2022 00:00:00,5,169.42,174.6,174.4,
28/03/2022 00:00:00,6,169.42,174.6,166,
28/03/2022 00:00:00,7,169.94,170,176.3,
28/03/2022 00:00:00,8,169.94,170,168,
28/03/2022 00:00:00,9,173.53,175,185,
28/03/2022 00:00:00,10,173.53,175,170,
28/03/2022 00:00:00,11,189.94,203.4,206.8,
28/03/2022 00:00:00,12,189.94,203.4,198.7,
28/03/2022 00:00:00,13,233.37,240,208,
28/03/2022 00:00:00,14,233.37,240,228,
28/03/2022 00:00:00,15,258.18,258,225,
28/03/2022 00:00:00,16,258.18,258,261,
28/03/2022 00:00:00,17,260.08,243.9,250,
28/03/2022 00:00:00,18,260.08,243.9,245,
28/03/2022 00:00:00,19,249.93,228.4,225,
28/03/2022 00:00:00,20,249.93,228.4,207,
28/03/2022 00:00:00,21,224.49,209.5,205,
28/03/2022 00:00:00,22,224.49,209.5,191.8,
28/03/2022 00:00:00,23,195.7,191.3,196,
28/03/2022 00:00:00,24,195.7,191.3,168,
28/03/2022 00:00:00,25,181,180.9,181,
28/03/2022 00:00:00,26,181,180.9,169,
28/03/2022 00:00:00,27,173.02,176.3,170.7,
28/03/2022 00:00:00,28,173.02,176.3,169.8,
28/03/2022 00:00:00,29,172.49,174,168,
28/03/2022 00:00:00,30,172.49,174,168.9,
28/03/2022 00:00:00,31,171.56,182.3,165,
28/03/2022 00:00:00,32,171.56,182.3,169,
28/03/2022 00:00:00,33,192.93,210,161.1,
28/03/2022 00:00:00,34,192.93,210,198,
28/03/2022 00:00:00,35,233.08,240,194.2,
28/03/2022 00:00:00,36,233.08,240,240,
28/03/2022 00:00:00,37,265.1,264,235.2,
28/03/2022 00:00:00,38,265.1,264,260,
28/03/2022 00:00:00,39,265.21,268.4,250,
28/03/2022 00:00:00,40,265.21,268.4,245,
28/03/2022 00:00:00,41,243.67,247.4,250,
28/03/2022 00:00:00,42,243.67,247.4,210.2,
28/03/2022 00:00:00,43,221.71,224.9,231.8,
28/03/2022 00:00:00,44,221.71,224.9,186.4,
28/03/2022 00:00:00,45,190.17,210.7,205,
28/03/2022 00:00:00,46,190.17,210.7,177.2,
28/03/2022 00:00:00,47,194.98,188.7,188.5,
28/03/2022 00:00:00,48,194.98,188.7,190,
29/03/2022 00:00:00,1,182.75,179.3,186.7,
29/03/2022 00:00:00,2,182.75,179.3,186.1,
29/03/2022 00:00:00,3,184.94,177.6,186.1,
29/03/2022 00:00:00,4,184.94,177.6,204,
29/03/2022 00:00:00,5,179.28,174.35,207,
29/03/2022 00:00:00,6,179.28,174.35,185,
29/03/2022 00:00:00,7,177.66,173.6,205.9,
29/03/2022 00:00:00,8,177.66,173.6,186.1,
29/03/2022 00:00:00,9,182.65,183,205.5,
29/03/2022 00:00:00,10,182.65,183,176.5,
29/03/2022 00:00:00,11,202.54,205.6,203,
29/03/2022 00:00:00,12,202.54,205.6,180,
29/03/2022 00:00:00,13,234.96,233,209.4,
29/03/2022 00:00:00,14,234.96,233,216,
29/03/2022 00:00:00,15,255.95,260,225.6,
29/03/2022 00:00:00,16,255.95,260,294.4,
29/03/2022 00:00:00,17,259.92,252.1,273,
29/03/2022 00:00:00,18,259.92,252.1,265,
29/03/2022 00:00:00,19,252.73,244,270,
29/03/2022 00:00:00,20,252.73,244,261.7,
29/03/2022 00:00:00,21,236.01,226.6,250,
29/03/2022 00:00:00,22,236.01,226.6,236,
29/03/2022 00:00:00,23,220.99,213,250,
29/03/2022 00:00:00,24,220.99,213,220,
29/03/2022 00:00:00,25,212.23,202,210,
29/03/2022 00:00:00,26,212.23,202,202,
29/03/2022 00:00:00,27,200.84,196,232.1,
29/03/2022 00:00:00,28,200.84,196,193.7,
29/03/2022 00:00:00,29,189.16,182.4,220,
29/03/2022 00:00:00,30,189.16,182.4,204.3,
29/03/2022 00:00:00,31,188.21,194,193.2,
29/03/2022 00:00:00,32,188.21,194,206.8,
29/03/2022 00:00:00,33,202.39,206,190.4,
29/03/2022 00:00:00,34,202.39,206,263.6,
29/03/2022 00:00:00,35,224.83,230,225,
29/03/2022 00:00:00,36,224.83,230,276,
29/03/2022 00:00:00,37,249.43,254,243.2,
29/03/2022 00:00:00,38,249.43,254,252.8,
29/03/2022 00:00:00,39,259.61,246,260.8,
29/03/2022 00:00:00,40,259.61,246,256.4,
29/03/2022 00:00:00,41,227.16,215.55,280,
29/03/2022 00:00:00,42,227.16,215.55,186.1,
29/03/2022 00:00:00,43,204.27,200.3,203,
29/03/2022 00:00:00,44,204.27,200.3,198.2,
29/03/2022 00:00:00,45,198.16,198.4,198,
29/03/2022 00:00:00,46,198.16,198.4,184.1,
29/03/2022 00:00:00,47,222.63,212,210,
29/03/2022 00:00:00,48,222.63,212,198,
30/03/2022 00:00:00,1,206.84,208,205,
30/03/2022 00:00:00,2,206.84,208,198,
30/03/2022 00:00:00,3,209.74,209.9,195.7,
30/03/2022 00:00:00,4,209.74,209.9,217.8,
30/03/2022 00:00:00,5,207.27,207.5,205,
30/03/2022 00:00:00,6,207.27,207.5,197.6,
30/03/2022 00:00:00,7,204.13,204.1,209.1,
30/03/2022 00:00:00,8,204.13,204.1,199,
30/03/2022 00:00:00,9,206.3,208,208.2,
30/03/2022 00:00:00,10,206.3,208,197.6,
30/03/2022 00:00:00,11,223,210,210,
30/03/2022 00:00:00,12,223,210,205,
30/03/2022 00:00:00,13,239.96,244.5,212,
30/03/2022 00:00:00,14,239.96,244.5,212,
30/03/2022 00:00:00,15,258.92,265,209,
30/03/2022 00:00:00,16,258.92,265,289.6,
30/03/2022 00:00:00,17,267.01,271,267.2,
30/03/2022 00:00:00,18,267.01,271,236.8,
30/03/2022 00:00:00,19,279.04,273.6,270,
30/03/2022 00:00:00,20,279.04,273.6,270,
30/03/2022 00:00:00,21,263.95,246.5,263.2,
30/03/2022 00:00:00,22,263.95,246.5,245,
30/03/2022 00:00:00,23,255.75,237.3,259.1,
30/03/2022 00:00:00,24,255.75,237.3,261.5,
30/03/2022 00:00:00,25,244.92,224.2,270,
30/03/2022 00:00:00,26,244.92,224.2,269,
30/03/2022 00:00:00,27,242.1,218,277,
30/03/2022 00:00:00,28,242.1,218,266,
30/03/2022 00:00:00,29,233.91,209,269,
30/03/2022 00:00:00,30,233.91,209,250,
30/03/2022 00:00:00,31,220.1,219.8,226.9,
30/03/2022 00:00:00,32,220.1,219.8,255.1,
30/03/2022 00:00:00,33,236.22,239,202,
30/03/2022 00:00:00,34,236.22,239,251.5,
30/03/2022 00:00:00,35,239.91,243.3,210,
30/03/2022 00:00:00,36,239.91,243.3,262,
30/03/2022 00:00:00,37,247.7,257.9,224,
30/03/2022 00:00:00,38,247.7,257.9,231.92,
30/03/2022 00:00:00,39,246.11,252.6,238.17,
30/03/2022 00:00:00,40,246.11,252.6,230,
30/03/2022 00:00:00,41,233.05,228.8,226,
30/03/2022 00:00:00,42,233.05,228.8,210,
30/03/2022 00:00:00,43,221.66,220,225,
30/03/2022 00:00:00,44,221.66,220,215,
30/03/2022 00:00:00,45,218.34,210,225,
30/03/2022 00:00:00,46,218.34,210,202.6,
30/03/2022 00:00:00,47,234.97,235,228,
30/03/2022 00:00:00,48,234.97,235,213.6,
31/03/2022 00:00:00,1,224.95,212.8,238,
31/03/2022 00:00:00,2,224.95,212.8,232,
31/03/2022 00:00:00,3,224.92,214.6,212.8,
31/03/2022 00:00:00,4,224.92,214.6,250,
31/03/2022 00:00:00,5,219.55,210,244.8,
31/03/2022 00:00:00,6,219.55,210,221.5,
31/03/2022 00:00:00,7,205.04,200,230,
31/03/2022 00:00:00,8,205.04,200,219.7,
31/03/2022 00:00:00,9,215.57,206,226.05,
31/03/2022 00:00:00,10,215.57,206,205,
31/03/2022 00:00:00,11,236,223.1,216.2,
31/03/2022 00:00:00,12,236,223.1,205,
31/03/2022 00:00:00,13,244.99,242.3,205,
31/03/2022 00:00:00,14,244.99,242.3,246.2,
31/03/2022 00:00:00,15,291.89,281.2,231,
31/03/2022 00:00:00,16,291.89,281.2,323.3,
31/03/2022 00:00:00,17,308.92,297,318.95,
31/03/2022 00:00:00,18,308.92,297,305,
31/03/2022 00:00:00,19,306.22,288,307.35,
31/03/2022 00:00:00,20,306.22,288,291.4,
31/03/2022 00:00:00,21,255.09,246.4,293,
31/03/2022 00:00:00,22,255.09,246.4,239.9,
31/03/2022 00:00:00,23,228.9,233,243,
31/03/2022 00:00:00,24,228.9,233,226.55,
31/03/2022 00:00:00,25,214.1,227.7,235.1,
31/03/2022 00:00:00,26,214.1,227.7,220,
31/03/2022 00:00:00,27,214.05,210.4,222.5,
